"http://www.sun-sentinel.com/topic/sports/football/dbrickashaw-ferguson-PESPT000008981-topic.html","D'Brickashaw Ferguson Articles, Photos, and Videos","Ashley Sims remembers returning to his hometown of Rochester, N.Y. during one of his breaks from the University of Maryland football team, going to his old hangout spot at the neighborhood basketball courts and instantly getting mesmerized by the youngster tearing up the competition.

He vividly remembers turning to one of his buddies and asking ""who is this fat kid dribbling down the basketball court like a point guard?""

""The kid is taking it coast-to-coast, dribbling through his legs. He's going hard!"" Sims recalls. ""Then they tell me 'Yo, that's your little brother.' ""

Sims couldn't believe the chubby 10-year-old putting on a showcase...","2014-09-20 19:09:00","0","17.0","8.0","6.0","0.0","26.0","0.0","68.0","14.0","0.0","142.0","0.0","11.0","0","108","95.17","96.06","11.80","25.77","13.50","27.78","78.70","42.59","12.96","9.26","0.93","0.00","0.93","6.48","0.93","3.70","8.33","15.74","4.63","0.00","2.78","0.93","12.96","1.85","0.93","0.93","2.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.52","0.93","1.85","0.00","7.41","4.63","3.70","0.00","0.93","0.00","0.00","0.00","1.85","0.93","0.00","0.93","1.85","1.85","0.93","0.00","0.93","12.04","4.63","1.85","4.63","1.85","0.93","1.85","5.56","2.78","16.67","2.78","6.48","7.41","2.78","4.63","0.93","0.00","0.00","0.00","0.93","0.00","0.93","0.00","0.00","0.00","27.78","8.33","3.70","0.00","0.00","0.93","0.93","3.70","5.56","4.63","0.00","0.00","514","7.74","15.857142857142858","150","103","7","65.01","10.3","7.8","13.1","11.1","22","5.928571428571429","16.42368932038835","81","14.57","2","0.44","0","2","3","10","0","12","5","0","0","0","23","9","0","5","0","0","5","6","3","0","0","2","4","0","1","0","11","1","2","6","0","1","0","0"
"http://www.sun-sentinel.com/topic/sports/football/tom-brady-PESPT000789-topic.html?page=11","Tom Brady","Before New England played the AFC Championship Game against Jacksonville, the question was if Tom Brady could play with an injured hand. St. Thomas Aquinas legend George Smith texted his former player, Patriots running back James White.

“If Brady can’t go … Wild White.”

“LOL,” White texted back.

In 2009, when the Dolphins were running the Wildcat, St. Thomas had a backfield of future NFL running backs in White and Giovanni Bernard. But Bernard got hurt. One of the schemes Smith played with was to run White as the “Wildcat.’’ The Wild White, they called it.

It wasn’t needed that game. The St. Thomas alums – and near-alum, in defensive coordinator Matt Patricia’s...","2014-01-07 18:21:00","1","30.0","30.0","6.0","0.0","33.0","0.0","108.0","16.0","0.0","222.0","0.0","11.0","0","112","91.93","50.00","20.57","75.48","8.62","19.64","66.07","37.50","4.46","1.79","0.00","0.00","0.00","0.89","0.89","2.68","8.93","10.71","5.36","2.68","6.25","1.79","16.07","9.82","2.68","0.89","1.79","0.00","6.25","4.46","1.79","0.00","0.00","0.89","7.14","0.00","0.00","0.00","0.89","8.04","0.89","0.00","3.57","2.68","0.00","5.36","7.14","5.36","0.00","1.79","1.79","1.79","0.89","0.00","0.00","5.36","3.57","0.89","0.89","0.89","0.00","11.61","2.68","0.89","14.29","4.46","5.36","6.25","0.89","7.14","0.00","0.00","0.00","0.00","0.89","0.00","0.89","0.00","0.00","0.00","30.36","14.29","6.25","0.00","0.00","0.00","0.00","0.89","4.46","4.46","0.00","0.00","525","7.08","14.375","144","113","11","86.4","7.3","3.8","10.41","7.4","21","3.95","13.553628318584073","84","13.62","3","0.36","0","3","2","10","0","13","5","0","0","2","9","39","0","3","0","0","3","2","2","0","0","0","1","0","4","11","3","0","1","1","0","0","0","1"
"http://www.sun-sentinel.com/topic/sports/football/tom-brady-PESPT000789-topic.html?page=10","Tom Brady","Tom Brady labeled the Miami Dolphins “bad guys forever” in the latest episode of his Facebook documentary, “Tom vs. Time.”

Brady, the New England Patriots’ five-time Super Bowl winning quarterback, was at home talking to his five-year-old daughter, Vivian, in what appears to be a family room shortly before she goes to bed.

She’s wearing pajamas and a Santa Claus hat. And the way it’s presented in the episode it could be the night of Nov. 26, hours after New England’s 35-17 victory over the Dolphins at Gillette Stadium.

“Sometimes the Dolphins win,” Vivian says while standing in front of her father as he sits in a chair, “sometimes Patriots win.”

“Uh, huh,” Brady...","2014-09-06 00:00:00","1","30.0","20.0","6.0","0.0","34.0","0.0","109.0","16.0","0.0","247.0","0.0","11.0","0","118","97.39","86.47","34.72","73.27","16.86","23.73","71.19","38.14","7.63","5.08","0.00","0.00","0.00","5.08","0.00","2.54","9.32","14.41","5.08","0.85","3.39","0.00","10.17","5.93","3.39","0.85","5.08","0.00","4.24","3.39","0.85","0.00","0.00","0.00","11.02","2.54","0.85","3.39","4.24","4.24","0.00","0.00","0.85","2.54","0.85","0.00","1.69","0.85","0.85","0.00","0.85","0.85","0.00","0.00","0.00","7.63","1.69","4.24","4.24","3.39","0.85","0.85","6.78","0.00","24.58","0.85","11.02","12.71","0.00","1.69","3.39","0.00","0.00","0.00","1.69","0.00","0.85","0.00","1.69","0.00","32.20","8.47","8.47","0.00","0.00","0.00","0.00","3.39","8.47","3.39","0.00","0.00","522","8.32","30.25","158","114","7","71.85","10.0","7.3","11.31","10.2","28","7.25","18.344561403508774","86","26.25","0","0.38","0","2","5","11","0","15","3","0","1","1","19","27","0","3","0","0","5","3","3","0","0","0","3","0","3","4","4","1","3","4","0","1","0","0"
"http://www.sun-sentinel.com/topic/sports/football/tom-brady-PESPT000789-topic.html?page=7","Tom Brady","About 30 minutes before kickoff of Super Bowl LII, former Philadelphia Eagles running back Brian Westbrook appeared on the U.S. Bank Stadium big screen and led the team’s boisterous faithful in a thunderous version of “Fly, Eagles, Fly.”

Before the New England Patriots got the ball for the first time, “Gonna Fly Now,” the theme from the movie “Rocky” blared.

And when the game ended Sunday, the Eagles, their fans and the city of Philadelphia were soaring.

Nick Foles, who began the season as a backup, passed for 373 yards and three touchdowns – and also caught a touchdown pass -- as the Eagles defeated the Patriots, 41-33, before a crowd of 67,612.

Foles, who stepped...","2014-12-30 09:02:00","1","30.0","20.0","6.0","0.0","35.0","0.0","110.0","16.0","0.0","244.0","0.0","11.0","0","116","99.00","66.68","83.00","41.35","23.20","17.24","72.41","38.79","2.59","0.86","0.00","0.00","0.00","0.00","0.86","1.72","14.66","12.93","0.86","4.31","7.76","0.00","11.21","7.76","5.17","2.59","6.90","0.00","2.59","1.72","0.86","0.00","0.00","0.00","5.17","0.00","0.00","0.00","0.00","2.59","0.00","0.86","0.00","0.86","0.00","0.86","4.31","1.72","0.86","1.72","0.00","0.00","0.00","0.00","0.00","6.03","1.72","3.45","1.72","0.86","0.00","7.76","1.72","0.86","25.86","8.62","5.17","12.93","1.72","4.31","0.00","0.86","0.86","0.00","0.86","0.00","0.86","0.00","0.00","0.00","27.59","7.76","11.21","0.00","0.00","0.00","0.00","2.59","5.17","0.86","0.00","0.00","528","8.3","29.5","160","115","6","68.91","9.7","8.4","11.43","11.5","27","10.2","19.07130434782609","85","25.0","3","0.38","0","5","7","17","0","15","6","0","0","0","15","27","0","5","0","0","0","1","4","0","0","0","0","0","0","10","2","1","0","0","0","2","0","1"
"http://www.sun-sentinel.com/topic/sports/football/tom-brady-PESPT000789-topic.html?page=8","Tom Brady","About 30 minutes before kickoff of Super Bowl LII, former Philadelphia Eagles running back Brian Westbrook appeared on the U.S. Bank Stadium big screen and led the team’s boisterous faithful in a thunderous version of “Fly, Eagles, Fly.”

Before the New England Patriots got the ball for the first time, “Gonna Fly Now,” the theme from the movie “Rocky” blared.

And when the game ended Sunday, the Eagles, their fans and the city of Philadelphia were soaring.

Nick Foles, who began the season as a backup, passed for 373 yards and three touchdowns – and also caught a touchdown pass -- as the Eagles defeated the Patriots, 41-33, before a crowd of 67,612.

Foles, who stepped...","2014-11-22 09:49:00","1","30.0","20.0","6.0","0.0","35.0","0.0","110.0","16.0","0.0","254.0","0.0","11.0","0","116","99.00","66.68","83.00","41.35","23.20","17.24","72.41","38.79","2.59","0.86","0.00","0.00","0.00","0.00","0.86","1.72","14.66","12.93","0.86","4.31","7.76","0.00","11.21","7.76","5.17","2.59","6.90","0.00","2.59","1.72","0.86","0.00","0.00","0.00","5.17","0.00","0.00","0.00","0.00","2.59","0.00","0.86","0.00","0.86","0.00","0.86","4.31","1.72","0.86","1.72","0.00","0.00","0.00","0.00","0.00","6.03","1.72","3.45","1.72","0.86","0.00","7.76","1.72","0.86","25.86","8.62","5.17","12.93","1.72","4.31","0.00","0.86","0.86","0.00","0.86","0.00","0.86","0.00","0.00","0.00","27.59","7.76","11.21","0.00","0.00","0.00","0.00","2.59","5.17","0.86","0.00","0.00","528","8.3","29.5","160","115","6","68.91","9.7","8.4","11.43","11.5","27","10.2","19.07130434782609","85","25.0","3","0.38","0","5","7","17","0","15","6","0","0","0","15","27","0","5","0","0","0","1","4","0","0","0","0","0","0","10","2","1","0","0","0","2","0","1"
"http://www.sun-sentinel.com/topic/sports/football/tom-brady-PESPT000789-topic.html?page=9","Tom Brady","There was this, dare I say, touching scene in ESPN’s bill-umentary this week on coaching legends Bill Parcells and Bill Belichick that divulged the high stakes of Sunday’s Super Bowl.

Belichick, who coaches his record eighth Super Bowl on Sunday, surveys his old New York Giants work space and does something remarkable for someone so shrewd and ruthless. He tears up. He actually — sniff — pauses and wipes his eye.

“I’m sorry, a lot of memories in here,” he said.

There also was, dare I double-say, another touching moment this past week...","2014-10-05 18:38:00","1","29.0","21.0","6.0","0.0","35.0","0.0","111.0","16.0","0.0","239.0","0.0","11.0","0","93","38.11","77.41","16.07","25.77","15.50","20.43","79.57","43.01","18.28","9.68","3.23","0.00","0.00","6.45","0.00","8.60","2.15","8.60","4.30","6.45","6.45","0.00","8.60","5.38","0.00","1.08","2.15","3.23","4.30","2.15","2.15","0.00","0.00","2.15","11.83","0.00","0.00","0.00","6.45","5.38","1.08","0.00","0.00","3.23","0.00","1.08","8.60","1.08","4.30","2.15","1.08","1.08","0.00","0.00","0.00","9.68","0.00","3.23","4.30","2.15","0.00","4.30","5.38","0.00","16.13","0.00","7.53","8.60","1.08","2.15","0.00","3.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.73","8.60","8.60","0.00","0.00","0.00","0.00","2.15","2.15","3.23","0.00","0.00","425","8.14","16.0","130","93","6","72.66","9.3","7.0","10.84","9.4","22","6.666666666666667","17.66236559139785","71","15.17","4","0.4","0","4","0","6","1","8","10","0","0","0","14","15","0","4","0","0","6","3","4","0","0","0","0","0","2","5","2","0","3","5","1","1","0","0"
"http://www.sun-sentinel.com/local/broward/broward-centennial/fl-massacre-brow100-20141231-story.html","The massacre that quashed a settlement","In January 1836, William Cooley and his family were among the 60 or 70 pioneers who lived in what was called the New River Settlement.

Historians place Cooley's farm along the river about where Southwest Seventh Avenue in Fort Lauderdale runs today. Besides a farmer, he was also a justice of the peace.

When a group of settlers murdered a Creek Indian chief, he had them arrested and sent to Key West, the county seat, for trial. But the court dropped charges.

The Indians believed Cooley withheld evidence that could have convicted the killer. When Cooley and others were salvaging a shipwreck on the coast, about 20 Creeks raided his home. They killed his wife, three children and the children's tutor.

The remaining pioneers quickly abandoned the settlement. Three years later, Army Maj. William Lauderdale arrived with troops. But it would be 50 years before any settlers returned to the New River.

Danish Siddiqui, REUTERS School girls offer prayer after a performance of Bharatnatyam, an Indian classical dance, on the occasion of Mahashivratri festival in Thiruvananthapuram, capital of the southern Indian state of Kerala February 20, 2012. Hindus across the country celebrate Mahashivratri, better known as the Lord Shiva's wedding anniversary. School girls offer prayer after a performance of Bharatnatyam, an Indian classical dance, on the occasion of Mahashivratri festival in Thiruvananthapuram, capital of the southern Indian state of Kerala February 20, 2012. Hindus across the country celebrate Mahashivratri, better known as the Lord Shiva's wedding anniversary. (Danish Siddiqui, REUTERS)

rnolin@tribune.com or 954-356-4525","2014-12-31 00:00:00","0","12.0","2.0","3.0","0.0","29.0","0.0","31.0","13.0","0.0","85.0","4.0","15.0","0","257","98.28","79.31","34.92","32.45","15.12","27.24","69.26","37.74","4.67","2.72","0.00","0.00","0.00","1.95","0.78","1.95","11.67","13.23","3.50","2.33","5.06","0.00","6.61","4.67","3.11","1.95","5.84","1.17","3.50","1.95","1.56","0.00","1.17","0.39","10.12","1.56","0.00","1.17","1.95","5.06","1.56","0.00","1.17","1.17","0.00","1.95","0.00","0.00","0.00","0.00","0.39","0.00","0.39","0.00","0.00","7.39","3.89","1.56","2.72","0.78","0.00","4.67","1.56","0.78","18.29","2.33","8.17","8.17","1.95","2.72","0.78","0.00","2.33","1.17","0.00","0.00","0.00","0.00","0.00","0.00","17.90","6.61","7.78","0.00","0.00","0.00","0.00","0.78","0.00","1.56","0.78","0.39","1344","7.52","16.3125","399","253","18","57.16","11.6","8.8","14.26","11.7","51","5.785714285714286","15.703241106719368","153","15.31","2","0.36","0","8","14","31","0","34","12","0","0","2","41","49","2","13","0","0","5","3","5","0","0","0","2","0","2","16","4","7","4","2","0","2","0","3"
"http://www.sun-sentinel.com/local/broward/broward-centennial/fl-dixie-brow100-20141231-story.html","Away down south . . . on Old Dixie Highway","Before the infuriating slowness that is U.S. 1, before the madness that is Interstate 95, there was Dixie Highway. Or ""Old"" Dixie Highway as it was known in some parts.

In 1915, when it was completed, it was the only ""real"" highway in Broward County. Actually, it was a network of existing and newly-constructed roads paid for by private subscriptions and some government assistance.

Parts were paved with brick; other sections were made of crushed rock or shell. In the mid-'20s, government funds helped pave some portions with asphalt. The route was identified by signs bearing the red letters ""DH"" painted on utility poles.

Dixie Highway typically followed the coastal ridge, and hewed close to the Florida East Coast Railway — though it sometimes ""jumped the track.""

And even into the 1940s, it was said, you could still play marbles in the middle of the road.

Broward historian Susan Gillis contributed to this report

rnolin@tribune.com or 954-356-4525","2014-12-31 00:00:00","0","13.0","3.0","3.0","0.0","28.0","0.0","32.0","13.0","0.0","84.0","4.0","15.0","0","162","86.69","45.10","41.78","25.77","16.20","24.07","64.81","43.83","6.79","0.62","0.00","0.00","0.62","0.00","0.00","6.17","8.02","12.35","7.41","4.94","6.17","0.00","11.73","3.09","2.47","0.62","3.70","1.85","1.23","0.62","0.62","0.00","0.00","0.62","1.85","0.00","0.00","0.00","0.00","9.88","1.23","0.62","0.62","4.94","0.62","3.70","1.23","0.62","0.62","0.00","0.00","0.00","0.00","0.00","0.00","1.85","0.00","0.00","1.85","0.00","0.00","10.49","1.23","0.00","15.43","1.23","9.26","4.94","2.47","1.23","0.00","1.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.22","7.41","5.56","0.00","0.62","0.00","0.00","2.47","4.94","0.62","0.00","0.62","764","7.81","16.3","228","157","12","66.64","9.9","7.2","11.88","9.5","35","5.25","16.1571974522293","120","15.2","3","0.42","0","6","8","17","0","19","9","0","0","1","20","22","0","11","1","0","7","0","6","0","0","0","2","0","2","16","2","7","0","3","2","0","0","1"
"http://www.sun-sentinel.com/opinion/letters/fl-letter-j-raymond-pedersen-20140920-story.html","Right on, Debbie Wasserman Schultz","Authors of recent letters to the editor just don't seem to get it regarding Debbie Wasserman Schultz and Hobby Lobby.

An employer should never have the right, by virtue of religious belief, to dictate what part of his employee's health coverage he is willing to cover. However, that does put Wasserman Schultz, a sizable number of Americans and me at odds with the John Roberts-led Supreme Court.

This is the court that believes the Founding Fathers intended for corporations to have the rights of individual citizens under the constitution. But once a corporation injects its religious or political beliefs into the workplace, customers have the right to take their business elsewhere. Go, Debbie, go.

J. Raymond Pedersen, Plantation","2014-09-20 00:00:00","0","10.0","2.0","3.0","0.0","16.0","0.0","29.0","16.0","0.0","59.0","4.0","13.0","0","119","94.33","50.00","20.09","57.55","14.88","31.93","78.15","46.22","8.40","3.36","0.84","0.00","0.00","1.68","0.84","5.04","10.08","15.13","6.72","2.52","4.20","1.68","12.61","2.52","0.84","0.84","0.84","0.84","2.52","1.68","0.00","0.00","0.00","0.00","5.04","0.84","0.00","0.00","2.52","9.24","3.36","1.68","0.84","1.68","0.84","2.52","0.00","0.00","0.00","0.00","0.84","0.00","0.84","0.00","0.00","7.56","0.00","0.84","4.20","2.52","0.00","0.84","10.92","0.00","11.76","3.36","5.88","2.52","6.72","0.84","0.00","1.68","3.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.13","5.88","6.72","0.00","0.00","0.00","0.00","0.84","0.00","1.68","0.00","0.00","599","9.69","17.285714285714285","186","118","7","54.32","12.3","9.9","13.05","11.9","39","10.1","21.98033898305085","93","16.29","1","0.45","0","4","0","14","0","11","7","0","0","1","18","17","1","8","0","0","3","3","5","0","0","0","6","0","8","1","2","1","3","6","1","1","0","0"
"http://www.sun-sentinel.com/opinion/south-florida-100/sfl-about-barbara-sharief-south-florida-100-story.html","Barbara Sharief, member, Broward County Commission","","2014-02-11 15:19:00","0","7.0","1.0","3.0","0.0","19.0","2.0","26.0","13.0","0.0","65.0","4.0","14.0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
